headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
An Israeli Rabbi Is Abducted and Killed in the U.A.E.,2024-11-24,"['An', 'Israeli', 'Rabbi', 'Is', 'Abducted', 'and', 'Killed', 'in', 'the', 'U.A.E.']","['An', 'Israeli', 'Rabbi', 'Is', 'Abducted', 'and', 'Killed', 'in', 'the', 'U.A.E.']",nyt,active,1.0,Israeli suffering,none,1,Other,2024-11-18,passive
Israeli Strikes Destroy Buildings Near Beirut,2024-11-25,"['Israeli', 'Strikes', 'Destroy', 'Buildings', 'Near', 'Beirut']","['Israeli', 'Strikes', 'Destroy', 'Buildings', 'Near', 'Beirut']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2024-11-25,active
U.A.E. Arrests 3 Uzbeks Linked to Murder of Israeli Rabbi,2024-11-25,"['U.A.E.', 'Arrests', '3', 'Uzbeks', 'Linked', 'to', 'Murder', 'of', 'Israeli', 'Rabbi']","['U.A.E.', 'Arrests', '3', 'Uzbeks', 'Linked', 'to', 'Murder', 'of', 'Israeli', 'Rabbi']",nyt,unclear,1.0,Israeli suffering,u.a.e.,1,Other,2024-11-25,active
Intense Israeli Airstrikes Send People Fleeing Beirut in Panic,2024-11-26,"['Intense', 'Israeli', 'Airstrikes', 'Send', 'People', 'Fleeing', 'Beirut', 'in', 'Panic']","['Intense', 'Israeli', 'Airstrikes', 'Send', 'People', 'Fleeing', 'Beirut', 'in', 'Panic']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2024-11-25,active
How Israel Uses Palestinian Detainees as Human Shields,2024-11-27,"['How', 'Israel', 'Uses', 'Palestinian', 'Detainees', 'as', 'Human', 'Shields']","['How', 'Israel', 'Uses', 'Palestinian', 'Detainees', 'a', 'Human', 'Shields']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2024-11-25,active
Will Lebanon Deal Break Gaza Deadlock? Experts Doubt It,2024-11-27,"['Will', 'Lebanon', 'Deal', 'Break', 'Gaza', 'Deadlock?', 'Experts', 'Doubt', 'It']","['Will', 'Lebanon', 'Deal', 'Break', 'Gaza', 'Deadlock?', 'Experts', 'Doubt', 'It']",nyt,active,,No suffering described,none,0,Other,2024-11-25,active
Schools in Gaza Bombed During Cease-Fire in Lebanon,2024-11-27,"['Schools', 'in', 'Gaza', 'Bombed', 'During', 'Cease-Fire', 'in', 'Lebanon']","['Schools', 'in', 'Gaza', 'Bombed', 'During', 'Cease-Fire', 'in', 'Lebanon']",nyt,unclear,0.0,Palestinian suffering,none,0,Israel,2024-11-25,passive
France Suggests It Would Not Immediately Arrest Netanyahu Despite I.C.C. Warrant,2024-11-27,"['France', 'Suggests', 'It', 'Would', 'Not', 'Immediately', 'Arrest', 'Netanyahu', 'Despite', 'I.C.C.', 'Warrant']","['France', 'Suggests', 'It', 'Would', 'Not', 'Immediately', 'Arrest', 'Netanyahu', 'Despite', 'I.C.C.', 'Warrant']",nyt,active,,No suffering described,none,0,Other,2024-11-25,active
Food charity pauses Gaza work after staff killed in Israeli strike,2024-11-30,"['Food', 'charity', 'pauses', 'Gaza', 'work', 'after', 'staff', 'killed', 'in', 'Israeli', 'strike']","['Food', 'charity', 'pause', 'Gaza', 'work', 'after', 'staff', 'killed', 'in', 'Israeli', 'strike']",bbc,active,0.0,Palestinian suffering,israel,1,Israel,2024-11-25,passive
She fled Israeli bombing four times. It still found her,2024-12-01,"['She', 'fled', 'Israeli', 'bombing', 'four', 'times.', 'It', 'still', 'found', 'her']","['She', 'fled', 'Israeli', 'bombing', 'four', 'times.', 'It', 'still', 'found', 'her']",bbc,active,0.0,Palestinian suffering,israel,0,Israel,2024-11-25,passive
Trump Threatens ‘Hell to Pay’ Unless Gaza Hostages Are Freed Before Inauguration,2024-12-02,"['Trump', 'Threatens', '‘Hell', 'to', 'Pay’', 'Unless', 'Gaza', 'Hostages', 'Are', 'Freed', 'Before', 'Inauguration']","['Trump', 'Threatens', '‘Hell', 'to', 'Pay’', 'Unless', 'Gaza', 'Hostages', 'Are', 'Freed', 'Before', 'Inauguration']",nyt,passive,0.0,Palestinian suffering,trump,0,Other,2024-12-02,active
"American Thought to Be Alive in Gaza Was Killed on Oct. 7, Israel Says",2024-12-02,"['American', 'Thought', 'to', 'Be', 'Alive', 'in', 'Gaza', 'Was', 'Killed', 'on', 'Oct.', '7,', 'Israel', 'Says']","['American', 'Thought', 'to', 'Be', 'Alive', 'in', 'Gaza', 'Was', 'Killed', 'on', 'Oct.', '7,', 'Israel', 'Says']",nyt,passive,0.0,Palestinian suffering,none,1,Hamas,2024-12-02,passive
Netanyahu Welcomes Trump’s Demand to Free Hostages Before Inauguration,2024-12-03,"['Netanyahu', 'Welcomes', 'Trump’s', 'Demand', 'to', 'Free', 'Hostages', 'Before', 'Inauguration']","['Netanyahu', 'Welcomes', 'Trump’s', 'Demand', 'to', 'Free', 'Hostages', 'Before', 'Inauguration']",nyt,unclear,,No suffering described,none,0,Other,2024-12-02,active
'I worry every second': Mother of only British hostage in Gaza fears for her life,2024-12-03,"[""'I"", 'worry', 'every', ""second':"", 'Mother', 'of', 'only', 'British', 'hostage', 'in', 'Gaza', 'fears', 'for', 'her', 'life']","[""'I"", 'worry', 'every', ""second':"", 'Mother', 'of', 'only', 'British', 'hostage', 'in', 'Gaza', 'fear', 'for', 'her', 'life']",bbc,active,0.0,Palestinian suffering,none,0,Hamas,2024-12-02,active
Israel’s Military Says Hostages Were Likely Killed by Hamas as Airstrike Hit,2024-12-04,"['Israel’s', 'Military', 'Says', 'Hostages', 'Were', 'Likely', 'Killed', 'by', 'Hamas', 'as', 'Airstrike', 'Hit']","['Israel’s', 'Military', 'Says', 'Hostages', 'Were', 'Likely', 'Killed', 'by', 'Hamas', 'a', 'Airstrike', 'Hit']",nyt,passive,0.0,Palestinian suffering,hamas,1,Hamas,2024-12-02,passive
Deadly Israeli Strike Hits Gaza Humanitarian Zone,2024-12-05,"['Deadly', 'Israeli', 'Strike', 'Hits', 'Gaza', 'Humanitarian', 'Zone']","['Deadly', 'Israeli', 'Strike', 'Hits', 'Gaza', 'Humanitarian', 'Zone']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2024-12-02,active
"Israeli Attacks Around Gaza Hospital Kill or Wound Scores, Doctors Say",2024-12-06,"['Israeli', 'Attacks', 'Around', 'Gaza', 'Hospital', 'Kill', 'or', 'Wound', 'Scores,', 'Doctors', 'Say']","['Israeli', 'Attacks', 'Around', 'Gaza', 'Hospital', 'Kill', 'or', 'Wound', 'Scores,', 'Doctors', 'Say']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-12-02,passive
"C.E.O. Shooting Suspect Arrested, and Netanyahu’s Corruption Trial",2024-12-10,"['C.E.O.', 'Shooting', 'Suspect', 'Arrested,', 'and', 'Netanyahu’s', 'Corruption', 'Trial']","['C.E.O.', 'Shooting', 'Suspect', 'Arrested,', 'and', 'Netanyahu’s', 'Corruption', 'Trial']",nyt,unclear,,No suffering described,none,0,Other,2024-12-09,active
"Israel, Seeing an Opportunity, Demolishes Syria’s Military Assets",2024-12-10,"['Israel,', 'Seeing', 'an', 'Opportunity,', 'Demolishes', 'Syria’s', 'Military', 'Assets']","['Israel,', 'Seeing', 'an', 'Opportunity,', 'Demolishes', 'Syria’s', 'Military', 'Assets']",nyt,unclear,2.0,Other suffering,israel,0,Israel,2024-12-09,active
U.S. Hopes for a Gaza Cease-Fire and Hostage Deal ‘This Month’,2024-12-12,"['U.S.', 'Hopes', 'for', 'a', 'Gaza', 'Cease-Fire', 'and', 'Hostage', 'Deal', '‘This', 'Month’']","['U.S.', 'Hopes', 'for', 'a', 'Gaza', 'Cease-Fire', 'and', 'Hostage', 'Deal', '‘This', 'Month’']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-12-09,active
"Quote of the Day: Israel, Seeing an Opportunity, Demolishes Syria’s Military Assets",2024-12-12,"['Quote', 'of', 'the', 'Day:', 'Israel,', 'Seeing', 'an', 'Opportunity,', 'Demolishes', 'Syria’s', 'Military', 'Assets']","['Quote', 'of', 'the', 'Day:', 'Israel,', 'Seeing', 'an', 'Opportunity,', 'Demolishes', 'Syria’s', 'Military', 'Assets']",nyt,unclear,2.0,Other suffering,israel,0,Israel,2024-12-09,active
Israel’s Military Strikes Northern Gaza After Days of Deadly Bombardment,2024-12-15,"['Israel’s', 'Military', 'Strikes', 'Northern', 'Gaza', 'After', 'Days', 'of', 'Deadly', 'Bombardment']","['Israel’s', 'Military', 'Strikes', 'Northern', 'Gaza', 'After', 'Days', 'of', 'Deadly', 'Bombardment']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2024-12-09,active
Israel Launches Airstrikes Against Houthis in Yemen as Netanyahu Issues Warning,2024-12-19,"['Israel', 'Launches', 'Airstrikes', 'Against', 'Houthis', 'in', 'Yemen', 'as', 'Netanyahu', 'Issues', 'Warning']","['Israel', 'Launches', 'Airstrikes', 'Against', 'Houthis', 'in', 'Yemen', 'a', 'Netanyahu', 'Issues', 'Warning']",nyt,active,2.0,Other suffering,israel,0,Israel,2024-12-16,active
Virginia Student Accused of Plot to Attack Israeli Consulate in New York,2024-12-20,"['Virginia', 'Student', 'Accused', 'of', 'Plot', 'to', 'Attack', 'Israeli', 'Consulate', 'in', 'New', 'York']","['Virginia', 'Student', 'Accused', 'of', 'Plot', 'to', 'Attack', 'Israeli', 'Consulate', 'in', 'New', 'York']",nyt,active,1.0,Israeli suffering,virginia student,0,Other,2024-12-16,active
Organized Looting Throws Gaza Deeper Into Chaos,2024-12-23,"['Organized', 'Looting', 'Throws', 'Gaza', 'Deeper', 'Into', 'Chaos']","['Organized', 'Looting', 'Throws', 'Gaza', 'Deeper', 'Into', 'Chaos']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-12-23,active
"Trump and Biden, Make the Hostages Your Priority",2024-12-23,"['Trump', 'and', 'Biden,', 'Make', 'the', 'Hostages', 'Your', 'Priority']","['Trump', 'and', 'Biden,', 'Make', 'the', 'Hostages', 'Your', 'Priority']",nyt,active,,No suffering described,none,0,Other,2024-12-23,active
Netanyahu Signals Progress on Hostage Deal but Gives No Timeline,2024-12-23,"['Netanyahu', 'Signals', 'Progress', 'on', 'Hostage', 'Deal', 'but', 'Gives', 'No', 'Timeline']","['Netanyahu', 'Signals', 'Progress', 'on', 'Hostage', 'Deal', 'but', 'Gives', 'No', 'Timeline']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2024-12-23,active
Quote of the Day: Gangs’ Tactical Looting of Aid Deepens Desperation for Gazans,2024-12-24,"['Quote', 'of', 'the', 'Day:', 'Gangs’', 'Tactical', 'Looting', 'of', 'Aid', 'Deepens', 'Desperation', 'for', 'Gazans']","['Quote', 'of', 'the', 'Day:', 'Gangs’', 'Tactical', 'Looting', 'of', 'Aid', 'Deepens', 'Desperation', 'for', 'Gazans']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-12-23,active
Famine Warning for Northern Gaza Draws U.S. Rebuke and Raises Questions,2024-12-25,"['Famine', 'Warning', 'for', 'Northern', 'Gaza', 'Draws', 'U.S.', 'Rebuke', 'and', 'Raises', 'Questions']","['Famine', 'Warning', 'for', 'Northern', 'Gaza', 'Draws', 'U.S.', 'Rebuke', 'and', 'Raises', 'Questions']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2024-12-23,active
Palestinian Officials Say 5 Journalists Are Killed in Gaza Strike,2024-12-26,"['Palestinian', 'Officials', 'Say', '5', 'Journalists', 'Are', 'Killed', 'in', 'Gaza', 'Strike']","['Palestinian', 'Officials', 'Say', '5', 'Journalists', 'Are', 'Killed', 'in', 'Gaza', 'Strike']",nyt,passive,0.0,Palestinian suffering,none,1,Israel,2024-12-23,passive
"Israel Loosened Its Rules to Bomb Hamas Fighters, Killing Many More Civilians",2024-12-26,"['Israel', 'Loosened', 'Its', 'Rules', 'to', 'Bomb', 'Hamas', 'Fighters,', 'Killing', 'Many', 'More', 'Civilians']","['Israel', 'Loosened', 'Its', 'Rules', 'to', 'Bomb', 'Hamas', 'Fighters,', 'Killing', 'Many', 'More', 'Civilians']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2024-12-23,active
Eight Takeaways: How Israel Weakened Civilian Protections When Bombing Hamas Fighters,2024-12-26,"['Eight', 'Takeaways:', 'How', 'Israel', 'Weakened', 'Civilian', 'Protections', 'When', 'Bombing', 'Hamas', 'Fighters']","['Eight', 'Takeaways:', 'How', 'Israel', 'Weakened', 'Civilian', 'Protections', 'When', 'Bombing', 'Hamas', 'Fighters']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2024-12-23,active
Israel Bombs Yemeni Airport and Ports After Houthi Missile Launches,2024-12-26,"['Israel', 'Bombs', 'Yemeni', 'Airport', 'and', 'Ports', 'After', 'Houthi', 'Missile', 'Launches']","['Israel', 'Bombs', 'Yemeni', 'Airport', 'and', 'Ports', 'After', 'Houthi', 'Missile', 'Launches']",nyt,unclear,2.0,Other suffering,israel,0,Israel,2024-12-23,active
Israel Struggles to Halt Attacks From Faraway Foe Once Off Radar,2024-12-29,"['Israel', 'Struggles', 'to', 'Halt', 'Attacks', 'From', 'Faraway', 'Foe', 'Once', 'Off', 'Radar']","['Israel', 'Struggles', 'to', 'Halt', 'Attacks', 'From', 'Faraway', 'Foe', 'Once', 'Off', 'Radar']",nyt,unclear,1.0,Israeli suffering,israel,0,Israel,2024-12-23,active
5 Babies Die From the Cold in Gaza as Temperatures Drop,2024-12-30,"['5', 'Babies', 'Die', 'From', 'the', 'Cold', 'in', 'Gaza', 'as', 'Temperatures', 'Drop']","['5', 'Babies', 'Die', 'From', 'the', 'Cold', 'in', 'Gaza', 'a', 'Temperatures', 'Drop']",nyt,active,0.0,Palestinian suffering,none,1,Other,2024-12-30,passive
‘He Saved Our Lives’: Former Hostages Recall Carter’s Quest to Free Them,2025-01-01,"['‘He', 'Saved', 'Our', 'Lives’:', 'Former', 'Hostages', 'Recall', 'Carter’s', 'Quest', 'to', 'Free', 'Them']","['‘He', 'Saved', 'Our', 'Lives’:', 'Former', 'Hostages', 'Recall', 'Carter’s', 'Quest', 'to', 'Free', 'Them']",nyt,active,,No suffering described,none,0,Other,2024-12-30,active
Hamas Releases Video of Teenage Israeli Soldier Held Hostage in Gaza,2025-01-04,"['Hamas', 'Releases', 'Video', 'of', 'Teenage', 'Israeli', 'Soldier', 'Held', 'Hostage', 'in', 'Gaza']","['Hamas', 'Releases', 'Video', 'of', 'Teenage', 'Israeli', 'Soldier', 'Held', 'Hostage', 'in', 'Gaza']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2024-12-30,active
Hamas Approves List of Hostages It May Free Under a Cease-Fire Deal With Israel,2025-01-06,"['Hamas', 'Approves', 'List', 'of', 'Hostages', 'It', 'May', 'Free', 'Under', 'a', 'Cease-Fire', 'Deal', 'With', 'Israel']","['Hamas', 'Approves', 'List', 'of', 'Hostages', 'It', 'May', 'Free', 'Under', 'a', 'Cease-Fire', 'Deal', 'With', 'Israel']",nyt,active,,No suffering described,hamas,0,Hamas,2025-01-06,active
"In Israeli Video, Detainee Says Hamas Operates Out of Gaza Hospital",2025-01-07,"['In', 'Israeli', 'Video,', 'Detainee', 'Says', 'Hamas', 'Operates', 'Out', 'of', 'Gaza', 'Hospital']","['In', 'Israeli', 'Video,', 'Detainee', 'Says', 'Hamas', 'Operates', 'Out', 'of', 'Gaza', 'Hospital']",nyt,active,1.0,Israeli suffering,none,0,Hamas,2025-01-06,active
Trump Warns ‘All Hell Will Break Out’ if Hostages in Gaza Are Not Freed,2025-01-07,"['Trump', 'Warns', '‘All', 'Hell', 'Will', 'Break', 'Out’', 'if', 'Hostages', 'in', 'Gaza', 'Are', 'Not', 'Freed']","['Trump', 'Warns', '‘All', 'Hell', 'Will', 'Break', 'Out’', 'if', 'Hostages', 'in', 'Gaza', 'Are', 'Not', 'Freed']",nyt,passive,,No suffering described,trump,0,Other,2025-01-06,active
Trump’s Threat About Hostages Frustrates Gazans: ‘It Is Already Hell’,2025-01-08,"['Trump’s', 'Threat', 'About', 'Hostages', 'Frustrates', 'Gazans:', '‘It', 'Is', 'Already', 'Hell’']","['Trump’s', 'Threat', 'About', 'Hostages', 'Frustrates', 'Gazans:', '‘It', 'Is', 'Already', 'Hell’']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2025-01-06,active
"Israeli Strike in West Bank Kills 3, Including Children",2025-01-08,"['Israeli', 'Strike', 'in', 'West', 'Bank', 'Kills', '3,', 'Including', 'Children']","['Israeli', 'Strike', 'in', 'West', 'Bank', 'Kills', '3,', 'Including', 'Children']",nyt,unclear,0.0,Palestinian suffering,israel,1,Israel,2025-01-06,active
"Hostage Is Found Dead in Gaza Tunnel, Israel Says",2025-01-08,"['Hostage', 'Is', 'Found', 'Dead', 'in', 'Gaza', 'Tunnel,', 'Israel', 'Says']","['Hostage', 'Is', 'Found', 'Dead', 'in', 'Gaza', 'Tunnel,', 'Israel', 'Says']",nyt,passive,1.0,Israeli suffering,none,0,Hamas,2025-01-06,passive
Israeli Hostage Declared Killed in Gaza as Fears for Captives Grow,2025-01-10,"['Israeli', 'Hostage', 'Declared', 'Killed', 'in', 'Gaza', 'as', 'Fears', 'for', 'Captives', 'Grow']","['Israeli', 'Hostage', 'Declared', 'Killed', 'in', 'Gaza', 'a', 'Fears', 'for', 'Captives', 'Grow']",nyt,active,1.0,Israeli suffering,none,1,Hamas,2025-01-06,passive
What Is the Status of the Israel-Hamas Cease-Fire and Hostage Talks?,2025-01-13,"['What', 'Is', 'the', 'Status', 'of', 'the', 'Israel-Hamas', 'Cease-Fire', 'and', 'Hostage', 'Talks?']","['What', 'Is', 'the', 'Status', 'of', 'the', 'Israel-Hamas', 'Cease-Fire', 'and', 'Hostage', 'Talks?']",nyt,unclear,,No suffering described,none,0,Other,2025-01-13,active
"Gaza Hostage Deal Could Come as Trump Takes Office, in Echoes of 1981",2025-01-15,"['Gaza', 'Hostage', 'Deal', 'Could', 'Come', 'as', 'Trump', 'Takes', 'Office,', 'in', 'Echoes', 'of', '1981']","['Gaza', 'Hostage', 'Deal', 'Could', 'Come', 'a', 'Trump', 'Takes', 'Office,', 'in', 'Echoes', 'of', '1981']",nyt,active,,No suffering described,none,0,Other,2025-01-13,active
Deadly strikes in Gaza continue despite the announcement of a cease-fire deal.,2025-01-16,"['Deadly', 'strikes', 'in', 'Gaza', 'continue', 'despite', 'the', 'announcement', 'of', 'a', 'cease-fire', 'deal.']","['Deadly', 'strike', 'in', 'Gaza', 'continue', 'despite', 'the', 'announcement', 'of', 'a', 'cease-fire', 'deal.']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2025-01-13,active
Israel and Hamas Agree to Gaza Cease-Fire and Hostage Deal,2025-01-16,"['Israel', 'and', 'Hamas', 'Agree', 'to', 'Gaza', 'Cease-Fire', 'and', 'Hostage', 'Deal']","['Israel', 'and', 'Hamas', 'Agree', 'to', 'Gaza', 'Cease-Fire', 'and', 'Hostage', 'Deal']",nyt,active,,No suffering described,none,0,Other,2025-01-13,active
"How Many Hostages Remain in Gaza, and When Could They Be Released?",2025-01-16,"['How', 'Many', 'Hostages', 'Remain', 'in', 'Gaza,', 'and', 'When', 'Could', 'They', 'Be', 'Released?']","['How', 'Many', 'Hostages', 'Remain', 'in', 'Gaza,', 'and', 'When', 'Could', 'They', 'Be', 'Released?']",nyt,passive,0.0,Palestinian suffering,none,0,Other,2025-01-13,active
Negotiators Agree to Long-Awaited Cease-Fire and Hostage Deal for Gaza,2025-01-16,"['Negotiators', 'Agree', 'to', 'Long-Awaited', 'Cease-Fire', 'and', 'Hostage', 'Deal', 'for', 'Gaza']","['Negotiators', 'Agree', 'to', 'Long-Awaited', 'Cease-Fire', 'and', 'Hostage', 'Deal', 'for', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,0,Other,2025-01-13,active
"Strikes Kill Dozens of Gazans After Cease-Fire Deal Is Announced, Officials Say",2025-01-17,"['Strikes', 'Kill', 'Dozens', 'of', 'Gazans', 'After', 'Cease-Fire', 'Deal', 'Is', 'Announced,', 'Officials', 'Say']","['Strikes', 'Kill', 'Dozens', 'of', 'Gazans', 'After', 'Cease-Fire', 'Deal', 'Is', 'Announced,', 'Officials', 'Say']",nyt,passive,0.0,Palestinian suffering,none,1,Israel,2025-01-13,active
Israel Prepares to Receive Hostages Held in Gaza for Over a Year,2025-01-17,"['Israel', 'Prepares', 'to', 'Receive', 'Hostages', 'Held', 'in', 'Gaza', 'for', 'Over', 'a', 'Year']","['Israel', 'Prepares', 'to', 'Receive', 'Hostages', 'Held', 'in', 'Gaza', 'for', 'Over', 'a', 'Year']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-01-13,active
What We Know About the Release of Hostages From Gaza,2025-01-18,"['What', 'We', 'Know', 'About', 'the', 'Release', 'of', 'Hostages', 'From', 'Gaza']","['What', 'We', 'Know', 'About', 'the', 'Release', 'of', 'Hostages', 'From', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,0,Hamas,2025-01-13,active
First 3 Israeli Hostages Are Freed Under Gaza Cease-Fire,2025-01-19,"['First', '3', 'Israeli', 'Hostages', 'Are', 'Freed', 'Under', 'Gaza', 'Cease-Fire']","['First', '3', 'Israeli', 'Hostages', 'Are', 'Freed', 'Under', 'Gaza', 'Cease-Fire']",nyt,passive,1.0,Israeli suffering,none,0,Hamas,2025-01-13,passive
"Scenes of Elation as Hostages Released, but the Path Ahead Is Uncertain",2025-01-20,"['Scenes', 'of', 'Elation', 'as', 'Hostages', 'Released,', 'but', 'the', 'Path', 'Ahead', 'Is', 'Uncertain']","['Scenes', 'of', 'Elation', 'a', 'Hostages', 'Released,', 'but', 'the', 'Path', 'Ahead', 'Is', 'Uncertain']",nyt,unclear,,No suffering described,none,0,Other,2025-01-20,passive
Hostages Are Being Freed. Some Israelis Ask: At What Cost?,2025-01-21,"['Hostages', 'Are', 'Being', 'Freed.', 'Some', 'Israelis', 'Ask:', 'At', 'What', 'Cost?']","['Hostages', 'Are', 'Being', 'Freed.', 'Some', 'Israelis', 'Ask:', 'At', 'What', 'Cost?']",nyt,passive,1.0,Israeli suffering,none,0,Hamas,2025-01-20,passive
Israel’s Military Chief to Step Down Over Hamas Attack,2025-01-21,"['Israel’s', 'Military', 'Chief', 'to', 'Step', 'Down', 'Over', 'Hamas', 'Attack']","['Israel’s', 'Military', 'Chief', 'to', 'Step', 'Down', 'Over', 'Hamas', 'Attack']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-01-20,active
Israeli Forces Kill 2 Palestinian Militants Wanted in Deadly Attack,2025-01-23,"['Israeli', 'Forces', 'Kill', '2', 'Palestinian', 'Militants', 'Wanted', 'in', 'Deadly', 'Attack']","['Israeli', 'Forces', 'Kill', '2', 'Palestinian', 'Militants', 'Wanted', 'in', 'Deadly', 'Attack']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2025-01-20,active
Hamas Names Four Hostages It Says Will Be Released Saturday,2025-01-24,"['Hamas', 'Names', 'Four', 'Hostages', 'It', 'Says', 'Will', 'Be', 'Released', 'Saturday']","['Hamas', 'Names', 'Four', 'Hostages', 'It', 'Says', 'Will', 'Be', 'Released', 'Saturday']",nyt,passive,1.0,Israeli suffering,hamas,0,Hamas,2025-01-20,active
Israel Appears Poised to Keep Its Troops in Lebanon Beyond Deadline,2025-01-24,"['Israel', 'Appears', 'Poised', 'to', 'Keep', 'Its', 'Troops', 'in', 'Lebanon', 'Beyond', 'Deadline']","['Israel', 'Appears', 'Poised', 'to', 'Keep', 'Its', 'Troops', 'in', 'Lebanon', 'Beyond', 'Deadline']",nyt,active,1.0,Israeli suffering,israel,0,Israel,2025-01-20,active
"As Hamas Exchanges Gaza Hostages, It Puts on a Show of Force",2025-01-25,"['As', 'Hamas', 'Exchanges', 'Gaza', 'Hostages,', 'It', 'Puts', 'on', 'a', 'Show', 'of', 'Force']","['As', 'Hamas', 'Exchanges', 'Gaza', 'Hostages,', 'It', 'Puts', 'on', 'a', 'Show', 'of', 'Force']",nyt,active,0.0,Palestinian suffering,hamas,0,Hamas,2025-01-20,active
Israel and Hamas Dispute Over Hostage Leaves Displaced Palestinians Waiting,2025-01-25,"['Israel', 'and', 'Hamas', 'Dispute', 'Over', 'Hostage', 'Leaves', 'Displaced', 'Palestinians', 'Waiting']","['Israel', 'and', 'Hamas', 'Dispute', 'Over', 'Hostage', 'Leaves', 'Displaced', 'Palestinians', 'Waiting']",nyt,active,0.0,Palestinian suffering,none,0,Other,2025-01-20,active
Israel and Hamas Conduct New Exchange of Hostages and Prisoners,2025-01-25,"['Israel', 'and', 'Hamas', 'Conduct', 'New', 'Exchange', 'of', 'Hostages', 'and', 'Prisoners']","['Israel', 'and', 'Hamas', 'Conduct', 'New', 'Exchange', 'of', 'Hostages', 'and', 'Prisoners']",nyt,unclear,,No suffering described,none,0,Other,2025-01-20,active
Hamas Choreographs a Show of Force as It Hands Over the Hostages,2025-01-25,"['Hamas', 'Choreographs', 'a', 'Show', 'of', 'Force', 'as', 'It', 'Hands', 'Over', 'the', 'Hostages']","['Hamas', 'Choreographs', 'a', 'Show', 'of', 'Force', 'a', 'It', 'Hands', 'Over', 'the', 'Hostages']",nyt,active,0.0,Palestinian suffering,hamas,0,Hamas,2025-01-20,active
Here’s a Closer Look at the 4 Released Hostages,2025-01-25,"['Here’s', 'a', 'Closer', 'Look', 'at', 'the', '4', 'Released', 'Hostages']","['Here’s', 'a', 'Closer', 'Look', 'at', 'the', '4', 'Released', 'Hostages']",nyt,active,,No suffering described,none,0,Other,2025-01-20,active
"Who Is Arbel Yehud, the Israeli Hostage at the Center of the Dispute?",2025-01-26,"['Who', 'Is', 'Arbel', 'Yehud,', 'the', 'Israeli', 'Hostage', 'at', 'the', 'Center', 'of', 'the', 'Dispute?']","['Who', 'Is', 'Arbel', 'Yehud,', 'the', 'Israeli', 'Hostage', 'at', 'the', 'Center', 'of', 'the', 'Dispute?']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2025-01-20,active
Israeli Army Raids Home of Freed Hamas Member Amid Tensions Over Hostage Deal,2025-01-27,"['Israeli', 'Army', 'Raids', 'Home', 'of', 'Freed', 'Hamas', 'Member', 'Amid', 'Tensions', 'Over', 'Hostage', 'Deal']","['Israeli', 'Army', 'Raids', 'Home', 'of', 'Freed', 'Hamas', 'Member', 'Amid', 'Tensions', 'Over', 'Hostage', 'Deal']",nyt,unclear,0.0,Palestinian suffering,israel,0,Israel,2025-01-27,active
Palestinian Militant Group Releases Video of Civilian Hostage in Gaza,2025-01-27,"['Palestinian', 'Militant', 'Group', 'Releases', 'Video', 'of', 'Civilian', 'Hostage', 'in', 'Gaza']","['Palestinian', 'Militant', 'Group', 'Releases', 'Video', 'of', 'Civilian', 'Hostage', 'in', 'Gaza']",nyt,unclear,1.0,Israeli suffering,palestinian militant group,0,Other,2025-01-27,active
Israel Says 8 of the 26 Hostages Listed for Imminent Release Are Dead,2025-01-28,"['Israel', 'Says', '8', 'of', 'the', '26', 'Hostages', 'Listed', 'for', 'Imminent', 'Release', 'Are', 'Dead']","['Israel', 'Says', '8', 'of', 'the', '26', 'Hostages', 'Listed', 'for', 'Imminent', 'Release', 'Are', 'Dead']",nyt,active,1.0,Israeli suffering,israel,0,Israel,2025-01-27,active
